frame,fx,fy,fz
470,8.124472618103027,4.16445255279541,-3.6284446716308594
471,3.9666531085968018,13.324230194091797,4.617714881896973
472,2.9184064865112305,6.112277507781982,5.559753894805908
473,-0.602387011051178,-5.9447760581970215,-5.148209571838379
474,-2.084831953048706,10.597238540649414,-0.06601999700069427
475,-1.10052490234375,-11.653447151184082,-5.186751365661621
476,3.8433539867401123,4.209125995635986,20.62120819091797
477,-6.123828411102295,-1.537254810333252,-9.668929100036621
478,-6.283419609069824,-5.1340508460998535,-5.735020160675049
479,-0.7573478817939758,7.754284858703613,10.130084991455078
480,-4.633188247680664,2.620548963546753,-1.880642294883728
481,-9.596940994262695,-3.8707170486450195,-2.067399740219116
482,-5.469620227813721,10.910697937011719,-4.902585983276367
483,1.4362918138504028,1.6384010314941406,-0.6496226787567139
484,4.082138538360596,1.3740860223770142,3.0508956909179688
485,0.545926570892334,7.169609546661377,6.29727840423584
486,-1.0588884353637695,2.59194016456604,-1.6624194383621216
487,5.042214393615723,5.184244632720947,-7.071699142456055
488,7.739635467529297,-7.628598690032959,5.129010200500488
489,-1.6417667865753174,-4.597987174987793,-6.7165632247924805
490,3.8868160247802734,-8.520973205566406,-3.576972246170044
