time,x,y,z,vx,vy,vz,fx,fy,fz,kinetic_energy,displacement
0.09400000446476042,0.000119939104,0.00012289493,-14.953126,0.0025098023,0.0025458133,0.497301,1.1025426,1.0843142,-1.0269216,4.835127,0.046874363
0.09500000451225787,0.00012248401,0.00012548172,-14.952629,0.0025332002,0.0025731318,0.49727517,0.9148545,1.0681512,-1.0104171,4.8346295,0.047371235
0.09600000455975533,0.00012505687,0.00012809028,-14.952132,0.0025596432,0.002596752,0.49724585,1.03392,0.92354995,-1.1465137,4.8340645,0.04786811
0.09700000460725278,0.00012765768,0.00013073107,-14.951635,0.0025870763,0.0026261166,0.4972187,1.0726281,1.1481541,-1.0614613,4.8335423,0.048364986
0.09800000465475023,0.00013028439,0.00013339981,-14.9511385,0.0026134956,0.0026545327,0.49718618,1.0329982,1.1110643,-1.2717808,4.832916,0.048861858
0.09900000470224768,0.00013293662,0.00013609354,-14.950642,0.002639322,0.0026806623,0.4971592,1.0098139,1.0216669,-1.0541887,4.832397,0.049358733
0.10000000474974513,0.00013561633,0.00013881546,-14.950145,0.0026662466,0.0027081717,0.49713084,1.052749,1.0756161,-1.1087688,4.831851,0.049855612
0.10100000479724258,0.0001383171,0.00014156228,-14.949648,0.0026892715,0.0027339389,0.49709773,0.9002734,1.0074953,-1.29463,4.8312125,0.050352484
0.10200000484474003,0.00014104249,0.00014433412,-14.949151,0.0027133534,0.0027592038,0.49706814,0.94160277,0.98785967,-1.1569704,4.8306427,0.050849363
0.10300000489223748,0.0001437971,0.00014713488,-14.948654,0.0027408493,0.0027869144,0.4970386,1.0750875,1.0834814,-1.1545916,4.830075,0.05134624
0.10400000493973494,0.00014657514,0.00014996108,-14.948157,0.0027656506,0.0028131069,0.49701014,0.96973044,1.0241295,-1.1131958,4.829527,0.051843114
0.10500000498723239,0.0001493815,0.00015281091,-14.94766,0.0027927903,0.0028375888,0.49698433,1.061163,0.9572426,-1.009302,4.829031,0.05233999
0.10600000503472984,0.00015221229,0.00015568417,-14.947164,0.0028181248,0.002861377,0.49695387,0.99057955,0.93012416,-1.191179,4.828445,0.05283687
0.10700000508222729,0.00015506193,0.00015859025,-14.946667,0.002839143,0.0028911715,0.49692813,0.821808,1.1649618,-1.0063056,4.82795,0.053333744
0.10800000512972474,0.00015793697,0.00016151881,-14.94617,0.002863076,0.002916098,0.4968984,0.93578666,0.97462624,-1.1621068,4.8273787,0.05383062
0.10900000517722219,0.00016083736,0.00016447795,-14.945673,0.002887946,0.0029447947,0.49687147,0.9724194,1.1220417,-1.0531065,4.8268614,0.054327495
0.11000000522471964,0.00016376603,0.00016746257,-14.945176,0.0029150988,0.0029713428,0.49683693,1.0616673,1.0380305,-1.350169,4.826196,0.05482438
0.1110000052722171,0.00016672043,0.00017047102,-14.944679,0.0029413025,0.0029960775,0.4968059,1.0245643,0.9671306,-1.2131362,4.8255997,0.055321254
0.11200000531971455,0.00016969981,0.00017350649,-14.944182,0.0029666808,0.003022342,0.49677023,0.9922897,1.0269446,-1.3948121,4.8249125,0.055818133
0.113000005367212,0.00017270893,0.00017657247,-14.943686,0.002994974,0.0030514363,0.4967443,1.1062597,1.1375909,-1.0134491,4.8244157,0.05631501
0.11400000541470945,0.00017574467,0.00017967146,-14.943189,0.003022151,0.003083144,0.49671277,1.0626277,1.2397734,-1.2327455,4.82381,0.056811888
0.1150000054622069,0.00017880127,0.00018279572,-14.942692,0.0030451235,0.0031105462,0.49668404,0.89822525,1.0714203,-1.1227454,4.8232584,0.057308767
0.11600000550970435,0.00018188712,0.00018594932,-14.942195,0.0030722711,0.0031392549,0.49665353,1.0614672,1.12251,-1.1935301,4.8226724,0.05780565
0.1170000055572018,0.00018499671,0.00018912031,-14.941698,0.003097142,0.0031604182,0.4966221,0.972454,0.82748437,-1.2294213,4.8220677,0.058302525
0.11800000560469925,0.00018813378,0.00019232351,-14.941201,0.003123761,0.0031889286,0.49659052,1.0407999,1.1147548,-1.2335072,4.821461,0.05879941
0.1190000056521967,0.0001912911,0.0001955489,-14.940704,0.0031461308,0.0032132363,0.49656063,0.87466264,0.9504295,-1.1688504,4.8208866,0.059296284
0.12000000569969416,0.00019448024,0.00019880827,-14.9402075,0.003174805,0.0032439886,0.4965278,1.1211636,1.2024162,-1.2838368,4.8202567,0.059793163
0.12100000574719161,0.0001976959,0.00020209081,-14.939711,0.0032020446,0.0032696915,0.49649978,1.0650684,1.004984,-1.095774,4.8197193,0.060290046
0.12200000579468906,0.00020093749,0.00020539774,-14.939214,0.0032284034,0.0032945143,0.49647218,1.0306233,0.97057325,-1.0795515,4.81919,0.060786925
0.12300000584218651,0.00020420602,0.00020872959,-14.938717,0.0032551598,0.0033194027,0.49644485,1.0461783,0.9731418,-1.0679742,4.8186665,0.06128381
0.12400000588968396,0.00020750529,0.00021209054,-14.93822,0.0032845684,0.0033471026,0.49641994,1.1498783,1.0830687,-0.9737108,4.81819,0.061780687
0.1250000059371814,0.00021083273,0.00021547523,-14.937724,0.0033131498,0.0033721584,0.49638644,1.1175272,0.9796811,-1.3099,4.817547,0.062276617
0.12600000598467886,0.00021418376,0.00021889017,-14.937228,0.0033384042,0.003400686,0.49635518,0.9874486,1.1154265,-1.2221727,4.8169475,0.06277254
0.12700000603217632,0.00021756055,0.00022233826,-14.936732,0.0033639884,0.0034322862,0.49632552,1.0003439,1.2355694,-1.1598194,4.816379,0.063268475
0.12800000607967377,0.00022096901,0.00022581215,-14.936236,0.0033936347,0.0034600256,0.49630034,1.1591694,1.0846163,-0.98483455,4.8158984,0.0637644
0.12900000612717122,0.00022440162,0.00022931391,-14.93574,0.0034196118,0.0034878536,0.49627313,1.0157053,1.088075,-1.0640551,4.815377,0.06426033
0.13000000617466867,0.00022786384,0.00023284905,-14.935245,0.0034480118,0.0035193744,0.49624476,1.1104351,1.2324653,-1.1094824,4.814835,0.06475626
0.13100000622216612,0.00023134993,0.00023640764,-14.934749,0.003473403,0.0035455115,0.49621338,0.9927881,1.0219593,-1.2270458,4.8142333,0.065252185
0.13200000626966357,0.00023485914,0.0002399918,-14.934253,0.0034972755,0.003571281,0.49618807,0.9334185,1.007586,-0.9896021,4.8137493,0.06574812
0.13300000631716102,0.00023839228,0.00024360341,-14.933757,0.0035211889,0.0035981643,0.4961589,0.93501115,1.051142,-1.1403854,4.81319,0.06624404
0.13400000636465847,0.00024195232,0.00024724437,-14.933261,0.00354709,0.0036267012,0.49613187,1.0127423,1.115794,-1.0567694,4.8126736,0.06673998
0.13500000641215593,0.00024553895,0.00025090715,-14.932765,0.0035734312,0.003650765,0.4961042,1.0299376,0.94089425,-1.080958,4.8121443,0.06723591
0.13600000645965338,0.0002491565,0.00025459344,-14.932269,0.0036028451,0.0036744527,0.49607563,1.1500816,0.9261857,-1.1176255,4.8115973,0.06773184
0.13700000650715083,0.00025279567,0.00025830997,-14.931773,0.0036270712,0.0037025132,0.4960483,0.9472388,1.0971645,-1.0683901,4.8110747,0.068227775
0.13800000655464828,0.00025646904,0.00026204577,-14.931277,0.0036579329,0.0037247166,0.49601838,1.206689,0.868157,-1.169419,4.810502,0.06872371
0.13900000660214573,0.00026016278,0.00026581006,-14.930781,0.0036818103,0.0037511124,0.4959927,0.93361247,1.0320717,-1.0044017,4.810011,0.069219634
0.14000000664964318,0.00026388222,0.00026959786,-14.930285,0.0037069095,0.0037755726,0.49597004,0.9813773,0.95639634,-0.88539934,4.809579,0.06971557
0.14100000669714063,0.0002676239,0.00027341663,-14.92979,0.0037300831,0.0038043703,0.49594182,0.9060878,1.1259863,-1.1034944,4.809039,0.0702115
0.14200000674463809,0.0002713943,0.00027726567,-14.929294,0.0037569623,0.0038341486,0.49591628,1.050977,1.1643299,-0.99830645,4.8085523,0.07070743
0.14300000679213554,0.0002751894,0.0002811364,-14.928798,0.0037824041,0.0038585356,0.49588436,0.9947792,0.9535309,-1.2479949,4.807941,0.071203366
0.144000006839633,0.00027901065,0.00028503727,-14.928302,0.0038082984,0.0038867714,0.49585772,1.0124689,1.1040246,-1.0419873,4.807432,0.0716993
0.14500000688713044,0.0002828543,0.00028896536,-14.927806,0.003831877,0.003914326,0.49583063,0.92192197,1.0773779,-1.0597419,4.8069153,0.07219523
0.1460000069346279,0.00028671938,0.00029292554,-14.92731,0.0038540026,0.0039449017,0.49580297,0.86511433,1.1955057,-1.0810397,4.806387,0.072691165
0.14700000698212534,0.00029062087,0.00029691053,-14.926814,0.003885659,0.003971612,0.4957761,1.2377605,1.0443652,-1.0513474,4.805875,0.0731871
0.1480000070296228,0.0002945495,0.00030092002,-14.926318,0.0039143153,0.0039968677,0.49574655,1.1204623,0.98748565,-1.1548609,4.8053102,0.07368304
0.14900000707712024,0.00029849898,0.00030495846,-14.925822,0.0039377594,0.004024602,0.4957172,0.91666496,1.0844063,-1.148054,4.8047495,0.07417897
0.1500000071246177,0.0003024744,0.00030902965,-14.925326,0.0039628525,0.0040556607,0.49568528,0.9811355,1.2143863,-1.2481288,4.8041396,0.074674904
0.15100000717211515,0.00030647198,0.00031312776,-14.92483,0.0039859903,0.004083978,0.4956558,0.9046822,1.1072124,-1.1526061,4.8035765,0.07517084
