frame,vx,vy,vz
124,0.006935549434274435,-0.015651507303118706,0.05210211127996445
125,0.038817957043647766,-0.003996971994638443,0.022853102535009384
126,0.016569379717111588,0.09698409587144852,-0.1279422640800476
127,-0.043781135231256485,-0.018115511164069176,0.03035183809697628
128,-0.22307617962360382,0.23047956824302673,-0.059380024671554565
129,0.01326141506433487,-0.08174122124910355,0.056883879005908966
130,0.20525620877742767,0.07749185711145401,0.13976271450519562
131,0.027045227587223053,-0.025978123769164085,0.00471683032810688
132,-0.12256686389446259,-0.045910753309726715,0.12299328297376633
133,0.2414754033088684,0.06994739174842834,0.04284069687128067
134,-0.008812843821942806,0.04424212500452995,-0.05841325595974922
135,-0.22876067459583282,-0.018443681299686432,-0.0829976499080658
136,0.08157133311033249,-0.19985553622245789,0.14581987261772156
137,0.18836256861686707,0.27553433179855347,-0.12623262405395508
138,0.08180003613233566,-0.08484381437301636,-0.07494336366653442
139,-0.1332544982433319,0.021451523527503014,0.13819855451583862
140,-0.12771417200565338,0.06278042495250702,0.0664980486035347
141,0.03515857458114624,0.01028023473918438,0.08526614308357239
142,0.17872275412082672,0.11675634980201721,-0.12728257477283478
143,-0.013501843437552452,0.010139590129256248,-0.06197826564311981
144,-0.06206512451171875,-0.07853725552558899,0.19349133968353271
145,-0.2120998352766037,0.25146377086639404,-0.029426705092191696
146,0.248064324259758,0.013268044218420982,0.07844596356153488
147,-0.05851951241493225,0.1251009851694107,0.2065262794494629
148,0.08112899214029312,-0.003962354268878698,0.014444380067288876
149,-0.10712415724992752,-0.16873982548713684,-0.008497943170368671
150,-0.13889257609844208,0.12219544500112534,-0.31368449330329895
151,-0.11721860617399216,0.12191898375749588,-0.0971246063709259
152,-0.026468606665730476,0.0609598234295845,-0.06400631368160248
153,-0.10600325465202332,-0.18420565128326416,-0.07373881340026855
154,-0.2208898663520813,0.02968081831932068,0.10757739841938019
155,0.031190412119030952,-0.03638206794857979,0.03455936908721924
156,0.11013385653495789,-0.04568831995129585,0.14499780535697937
157,0.3011649549007416,0.22017312049865723,0.09109602868556976
158,-0.17894205451011658,-0.04884522035717964,-0.008279833011329174
159,-0.07713793218135834,-0.1864064335823059,-0.030674338340759277
160,-0.2185601145029068,0.11158481240272522,-0.012346500530838966
161,0.24704691767692566,0.018119215965270996,0.05601330101490021
162,0.2493855059146881,0.2338673174381256,-0.021358903497457504
163,0.06094951555132866,-0.07626098394393921,0.10446742177009583
164,0.13585121929645538,0.11804095655679703,-0.06523119658231735
165,-0.06928133219480515,0.07905398309230804,-0.16819314658641815
166,-0.2534158229827881,0.1654345542192459,-0.0491359643638134
167,0.12172795087099075,0.13385191559791565,0.12504719197750092
168,-0.011471591889858246,0.1219046488404274,-0.02411315031349659
169,0.006320281885564327,0.28183817863464355,0.038200028240680695
170,-0.0012490862281993032,0.03434180095791817,-0.0130944037809968
171,0.22069653868675232,-0.019150054082274437,0.07528487592935562
172,-0.05911886692047119,-0.08984169363975525,0.08368344604969025
173,-0.0058539751917123795,0.07532547414302826,0.10164498537778854
174,0.20016996562480927,-0.14904291927814484,-0.11305174976587296
175,0.021106747910380363,-0.04663622006773949,0.10469044744968414
176,-0.05536948889493942,-0.10876066982746124,-0.05222854018211365
177,-0.00558671448379755,0.0058586751110851765,0.26686719059944153
178,-0.11025460064411163,-0.044722240418195724,-0.09086880087852478
179,-0.11388034373521805,-0.10165295749902725,0.2623985707759857
180,-0.21135538816452026,0.06724114716053009,0.04069780930876732
181,0.016152596101164818,0.23163440823554993,0.1940489560365677
182,-0.09782981872558594,0.197676882147789,-0.20068494975566864
183,0.08034936338663101,-0.09063518047332764,-0.04308014735579491
184,-0.008573399856686592,0.20439568161964417,-0.08650858700275421
185,-0.09381644427776337,-0.08248932659626007,-0.13645228743553162
186,-0.1874305009841919,-0.06903605908155441,-0.013876741752028465
187,0.022258078679442406,0.2110615223646164,-0.17693257331848145
188,0.031399913132190704,-0.2650444507598877,-0.14084301888942719
189,0.05458308756351471,-0.10151616483926773,0.16220995783805847
190,-0.14264725148677826,-0.04111108183860779,0.1055803894996643
191,-0.022031709551811218,-0.02452080324292183,-0.02660578303039074
192,0.06470446288585663,0.2554841637611389,-0.05738908424973488
193,-0.0007078145863488317,-0.1488906294107437,-0.020094312727451324
194,0.16981495916843414,0.1350773274898529,0.017842218279838562
195,0.047943323850631714,-0.017530374228954315,0.032520536333322525
196,0.04578515887260437,-0.21686407923698425,0.04608641564846039
197,-0.09710195660591125,0.06363434344530106,0.043362658470869064
198,0.17591923475265503,-0.029393063858151436,0.13070686161518097
199,-0.11759760975837708,-0.013333660550415516,-0.02601264789700508
200,0.0658281147480011,-0.071555957198143,-0.1198050007224083
201,0.0690963938832283,-0.10636486858129501,0.10701406747102737
202,0.1101556271314621,0.14842717349529266,0.04058193787932396
203,-0.1487298309803009,0.050774455070495605,-0.10119253396987915
204,-0.20834468305110931,0.30725058913230896,0.04044134169816971
205,-0.024385245516896248,0.1919994354248047,0.20956142246723175
206,0.12185038626194,0.049209944903850555,0.10921034961938858
207,-0.11625606566667557,-0.2126215547323227,0.009828750975430012
208,0.030856208875775337,0.043194226920604706,-0.11938485503196716
209,0.16897088289260864,0.09897778928279877,0.10031266510486603
210,0.3183702826499939,0.16262120008468628,-0.060282133519649506
211,0.03899292275309563,0.1631845384836197,-0.13348005712032318
212,-0.032348357141017914,0.12182985246181488,-0.19375914335250854
213,-0.1417393535375595,0.12399858981370926,-0.07879246026277542
214,0.0679205060005188,0.18853434920310974,-0.14855346083641052
215,-0.1637028455734253,0.07850908488035202,-0.11896084994077682
216,0.2265177071094513,0.04489252716302872,0.02971421740949154
217,-0.0632302537560463,-0.019834794104099274,-0.03634769842028618
218,-0.09091351926326752,-0.1707642674446106,-0.06325316429138184
219,-0.05770634859800339,0.028110772371292114,0.17468316853046417
220,0.027898035943508148,0.09322527050971985,0.07268878072500229
221,-0.07855094224214554,-0.08544928580522537,0.12403431534767151
222,-0.0378502681851387,-0.11473877727985382,-0.1884009838104248
223,-0.027864322066307068,0.02334234118461609,0.16009391844272614
224,-0.08138632774353027,-0.13310693204402924,0.011236155405640602
225,0.06946799904108047,0.08104602992534637,-0.10684143751859665
226,0.16829276084899902,0.019732655957341194,-0.15849608182907104
227,-0.017389334738254547,-0.15455755591392517,-0.20818424224853516
228,-0.16811835765838623,-0.05097629129886627,-0.13574931025505066
229,-0.0016961349174380302,0.1531265527009964,0.09297895431518555
230,-0.009134824387729168,-0.09535817801952362,-0.012138787657022476
231,0.018124094232916832,0.07860900461673737,0.017917072400450706
232,0.035881850868463516,-0.03048398718237877,0.02816980704665184
233,0.019984181970357895,0.14244291186332703,-0.20043669641017914
234,-0.03673834353685379,0.07483699917793274,-0.2668793797492981
235,0.11927883327007294,-0.17876608669757843,0.04579513892531395
236,0.1324460804462433,0.0039154598489403725,0.07250126451253891
237,-0.02822367660701275,0.2586822807788849,0.24942322075366974
238,-0.08112102001905441,0.19424879550933838,0.04591891169548035
239,0.0022408682852983475,-0.2084181308746338,0.07209215313196182
240,-0.21778500080108643,-0.028309514746069908,-0.04618579149246216
241,0.11098337173461914,-0.04753228649497032,-0.0784972608089447
242,0.010924678295850754,-0.033350925892591476,-0.21200859546661377
243,0.0899290218949318,-0.06534235924482346,-0.02264132723212242
244,-0.20078247785568237,0.07994963228702545,-0.016643617302179337
245,-0.05711475759744644,0.21037118136882782,0.03627850487828255
246,-0.02082468941807747,-0.1286124736070633,0.03761158138513565
247,-0.1028498187661171,0.13624171912670135,0.014443064108490944
248,-0.04762888327240944,-0.06679629534482956,0.022290941327810287
249,-0.10738696157932281,0.05051688104867935,-0.10937138646841049
250,-0.06916817277669907,-0.03920426219701767,0.024940574541687965
251,0.04117926210165024,-0.024762343615293503,0.020460041239857674
252,-0.19313721358776093,0.0677880197763443,0.03537599369883537
253,-0.04905791953206062,-0.07048583775758743,-0.08972977101802826
254,-0.0840335264801979,0.13814008235931396,-0.26112768054008484
255,0.1681520938873291,-0.1368034929037094,-0.06346356123685837
256,-0.04379209131002426,0.13206520676612854,-0.11601684987545013
257,-0.08165060728788376,-0.08749882876873016,-0.051265306770801544
258,-0.0520644411444664,0.23298300802707672,0.005379561800509691
259,-0.03610760346055031,-0.3140895962715149,-0.1397029161453247
260,0.14376948773860931,0.09700915217399597,0.15347237884998322
261,0.03746353089809418,-0.11829705536365509,-0.12746542692184448
262,0.11619336158037186,0.010565527714788914,0.19445805251598358
263,-0.058787256479263306,-0.09854342043399811,-0.23149339854717255
264,-0.01217668317258358,0.19629491865634918,0.07785167545080185
265,0.22009707987308502,-0.0008408977882936597,0.04687627777457237
266,0.19875505566596985,0.01359768956899643,-0.11958587914705276
267,0.07668479532003403,0.12159190326929092,0.01794331520795822
268,0.08063335716724396,-0.20341938734054565,0.034907083958387375
269,0.09500052779912949,-0.10208546370267868,0.09885784983634949
270,0.0024898166302591562,0.00047486447147093713,0.2001161128282547
271,-0.08283089101314545,-0.1426340937614441,0.04116032272577286
272,-0.015139119699597359,0.18336011469364166,0.13068203628063202
273,-0.07829982042312622,-0.11824999004602432,-0.049234092235565186
274,0.08717458695173264,0.12565749883651733,0.25407910346984863
275,0.00435806205496192,-0.1820686310529709,-0.1213698461651802
276,0.008964672684669495,0.19916458427906036,0.08096957206726074
277,-0.1281304955482483,-0.1857529729604721,0.10298978537321091
278,0.04176197201013565,-0.06576449424028397,0.10260793566703796
279,-0.028442637994885445,0.1332557648420334,-0.10085928440093994
280,0.05768841505050659,-0.0737343430519104,0.15086373686790466
281,0.04199238866567612,0.20605316758155823,-0.18767014145851135
282,-0.012834015302360058,-0.1169862225651741,-0.004140754695981741
283,-0.13469111919403076,-0.02020573616027832,0.08592746406793594
284,0.011665220372378826,-0.10480097681283951,0.22026529908180237
285,0.150702565908432,0.029145915061235428,0.1359100639820099
286,-0.0985775962471962,-0.2928321957588196,0.13188888132572174
287,-0.017845362424850464,-0.19594706594944,-0.24898706376552582
288,0.22647234797477722,0.10578132420778275,0.11503814905881882
289,-0.04087220877408981,0.18272487819194794,0.21453148126602173
290,0.179317906498909,-0.018717430531978607,0.06007268279790878
291,0.06455818563699722,0.20111455023288727,0.1404697597026825
292,-0.2156708985567093,0.25525665283203125,-0.012059378437697887
293,0.016431912779808044,0.03886193409562111,0.016924625262618065
294,-0.00905751995742321,-0.14308322966098785,0.05206204205751419
295,-0.09510515630245209,0.06692984700202942,0.1716221272945404
296,-0.09220662713050842,0.03680998459458351,-0.05767279863357544
297,-0.06547705829143524,-0.08954295516014099,-0.22010816633701324
298,0.1338070183992386,-0.09320946037769318,-0.15586277842521667
299,-0.051981788128614426,-0.016870511695742607,-0.011691806837916374
300,0.05257084593176842,0.01416939776390791,0.09414851665496826
301,0.15184593200683594,0.20235395431518555,0.009045343846082687
302,-0.06122096627950668,-0.06006365641951561,0.1066342294216156
303,-0.1357736438512802,0.1029440388083458,0.00673525920137763
304,0.015514316037297249,-0.13514722883701324,-0.06297561526298523
305,-0.0675414577126503,0.024979203939437866,0.02475924603641033
306,-0.1884799301624298,0.14394529163837433,0.22198361158370972
307,0.12223489582538605,0.3017660677433014,0.0563894659280777
308,-0.09545999765396118,0.18064749240875244,-0.07904543727636337
309,-0.09258143603801727,0.19015470147132874,-0.08469368517398834
310,0.04043801873922348,0.030460933223366737,0.02295764908194542
311,-0.011935515329241753,-0.15098552405834198,-0.37286311388015747
312,-0.24658557772636414,0.14303302764892578,-0.2466842383146286
313,0.01608356647193432,-0.026645353063941002,0.007917587645351887
314,0.28651997447013855,-0.001480491366237402,0.13289481401443481
315,0.039180152118206024,-0.03196176514029503,-0.2741605043411255
316,0.14178331196308136,0.012700394727289677,0.147007018327713
317,-0.16538164019584656,0.11284415423870087,0.10818742215633392
318,0.012401853688061237,0.13562805950641632,-0.12072668969631195
319,-0.0751253291964531,0.12638455629348755,0.010453872382640839
320,-0.006368119269609451,-0.06444334238767624,-0.05230709910392761
321,0.02385484240949154,-0.2014750838279724,-0.02873294986784458
322,-0.027196750044822693,-0.028847824782133102,0.3525952696800232
323,0.0793246477842331,0.026610901579260826,-0.023001689463853836
324,-0.17578503489494324,-0.051940761506557465,-0.19782797992229462
325,0.12582184374332428,-0.13524125516414642,0.14020128548145294
326,-0.3851618766784668,-0.02358314022421837,0.09405001252889633
327,0.09146320819854736,0.028836823999881744,0.06845233589410782
328,0.03843887150287628,0.0712653398513794,-0.13491860032081604
329,-0.0998455286026001,-0.01916750892996788,-0.035029955208301544
330,-0.009626355953514576,-0.055003076791763306,-0.022432560101151466
331,-0.003516049822792411,0.1142033115029335,-0.08695296198129654
332,0.04853842407464981,0.19366396963596344,-0.05237681418657303
333,-0.208783820271492,-0.040202751755714417,-0.05021641030907631
334,-0.05433664098381996,0.14442647993564606,-0.20304203033447266
335,-0.22242027521133423,0.09166962653398514,-0.10226576030254364
336,0.030146759003400803,0.04141585901379585,0.0436534509062767
337,-0.04750014841556549,0.2413649708032608,-0.02079007960855961
338,0.04371480643749237,-0.010915844701230526,0.01080186665058136
339,-0.049528222531080246,-0.05855497345328331,0.3017982244491577
340,0.019130222499370575,-0.06522531062364578,-0.03351414203643799
341,0.032182201743125916,0.23340407013893127,0.17499005794525146
342,-0.02256319299340248,-0.17789997160434723,0.05158793553709984
343,0.03251654654741287,0.05541719123721123,-0.0748017281293869
344,-0.11889591068029404,0.01009982917457819,-0.12851504981517792
345,-0.00481625460088253,0.16028635203838348,-0.10322887450456619
346,0.18865516781806946,-0.040240321308374405,-0.02548740990459919
347,-0.03829685598611832,0.0658983513712883,-0.034410156309604645
348,0.01652195304632187,0.06293993443250656,-0.12021732330322266
349,0.024244923144578934,-0.1043514832854271,0.0841374397277832
350,0.03525984287261963,-0.07817353308200836,-0.06360021233558655
351,0.18696396052837372,0.15204346179962158,0.23165929317474365
352,0.0954674482345581,-0.22266075015068054,0.2332315742969513
353,0.02805951051414013,-0.14586694538593292,0.04097777605056763
354,0.10027702152729034,0.02515198476612568,-0.13812336325645447
355,-0.03007647581398487,-0.07068116962909698,0.22908209264278412
356,-0.2914378345012665,-0.13741983473300934,-0.06039011850953102
357,0.07785772532224655,0.043917927891016006,0.09140320867300034
358,0.12319638580083847,-0.08287563920021057,-0.0677347332239151
359,0.11817298829555511,-0.23103444278240204,-0.23997320234775543
360,-0.06458289176225662,0.14965590834617615,-0.07156646996736526
361,0.049823492765426636,-0.09364315867424011,0.3260054886341095
362,0.05838703364133835,0.1046631783246994,-0.04331839084625244
363,0.0513722188770771,0.029810966923832893,-0.007501720450818539
364,-0.14309902489185333,-0.03947224095463753,0.04518997669219971
365,0.07387159764766693,-0.14671233296394348,0.05227603390812874
366,-0.11679499596357346,0.07065355032682419,-0.03814537078142166
367,0.27807092666625977,0.06297989189624786,-0.03585989773273468
368,0.10077999532222748,0.16432328522205353,0.055022478103637695
369,0.004831773694604635,0.2856638729572296,-0.1458873301744461
370,0.13760489225387573,0.014226969331502914,-0.09822586178779602
371,-0.1565501093864441,-0.03389856219291687,-0.15341106057167053
372,0.12382543832063675,0.004366707056760788,-0.18132328987121582
373,0.12629848718643188,-0.04377087205648422,0.047758739441633224
374,-0.1056261658668518,-0.0044796462170779705,-0.0864802896976471
375,-0.06949614733457565,-0.055579110980033875,0.033778078854084015
376,0.031906649470329285,0.12190055102109909,0.020204519852995872
377,0.0777909979224205,-0.046700943261384964,0.2584705054759979
378,-0.14467737078666687,-0.052452318370342255,-0.11561606079339981
379,-0.006652200128883123,-0.18955391645431519,0.04600275307893753
380,-0.26553064584732056,-0.0923217386007309,-0.16280026733875275
381,0.06249464675784111,-0.23053662478923798,-0.28082275390625
382,0.01825319603085518,0.03308016061782837,0.029342370107769966
383,-0.08870004117488861,0.10578896105289459,-0.03278447687625885
384,0.14245425164699554,0.005582759622484446,0.1913682222366333
385,0.08214876800775528,-0.05910243093967438,-0.26629096269607544
386,-0.04063943028450012,0.09624519944190979,0.042167939245700836
387,0.06984008103609085,0.005010785069316626,0.06340805441141129
388,-0.10803482681512833,0.049167945981025696,0.04425475001335144
389,-0.18199069797992706,0.05349366366863251,0.06592708826065063
390,-0.03503858670592308,0.02728169783949852,-0.0968431755900383
391,-0.07031659781932831,-0.03185592591762543,0.0766700804233551
392,-0.10272346436977386,0.10263170301914215,-0.03546823188662529
393,-0.013197298161685467,-0.12246410548686981,-0.17339855432510376
394,0.012483533471822739,0.04812272638082504,0.20475834608078003
395,-0.15345685184001923,-0.011431477963924408,0.11281449347734451
396,0.12103471159934998,0.10193657130002975,0.13271981477737427
397,0.001624160329811275,0.009989570826292038,0.027372952550649643
398,0.13977447152137756,-0.1627810001373291,-0.06422622501850128
399,-0.0001321774470852688,0.05501051992177963,-0.21537406742572784
400,0.12665237486362457,-0.17440453171730042,-0.2682301104068756
401,0.20313887298107147,0.10531991720199585,-0.11748416721820831
402,0.051444947719573975,0.007635723799467087,-0.1355283260345459
403,0.2999174892902374,0.22498108446598053,-0.0049093966372311115
404,0.08206351846456528,0.040999870747327805,0.03418672829866409
405,0.15310800075531006,-0.056007225066423416,0.11803458631038666
406,0.2780659794807434,-0.11260033398866653,-0.07921118289232254
407,0.044102031737565994,0.10957105457782745,-0.10054505616426468
408,0.009543879888951778,0.050152361392974854,-0.09865325689315796
409,-0.23336492478847504,-0.007937350310385227,-0.04028666391968727
410,-0.19021135568618774,-0.008651748299598694,-0.15941880643367767
411,-0.24368664622306824,-0.16311368346214294,0.0032483115792274475
412,0.031583789736032486,0.08079150319099426,-0.06468963623046875
413,-0.09276597946882248,0.22241166234016418,-0.03816601261496544
414,-0.052589088678359985,0.19686004519462585,-0.11307533085346222
415,0.3902326822280884,0.1310611367225647,0.034297291189432144
416,-0.21133334934711456,0.08422258496284485,0.06530025601387024
417,-0.12011308968067169,0.17053404450416565,0.06531722098588943
418,-0.054924577474594116,-0.12299658358097076,0.04114285483956337
419,-0.0677374079823494,-0.010860048234462738,0.030469249933958054
420,-0.01324722170829773,-0.1830769181251526,-0.0021944758482277393
421,-0.03378795459866524,-0.13912445306777954,0.12549935281276703
422,-0.06435691565275192,0.10803356021642685,-0.05309799313545227
423,-0.08097657561302185,-0.06662992388010025,-0.25334247946739197
424,0.026489870622754097,-0.041472211480140686,0.039017874747514725
425,-0.11706164479255676,0.029681634157896042,0.018230015411973
426,-0.1324390470981598,0.04867003858089447,-0.013353703543543816
427,-0.1846083402633667,0.1449670046567917,0.19827915728092194
428,0.13421393930912018,0.1086505874991417,-0.04527641087770462
429,0.1539749801158905,-0.2187856137752533,0.09093599021434784
430,-0.07465387135744095,-0.17048202455043793,-0.03344421833753586
431,-0.057969022542238235,0.14380766451358795,-0.15568391978740692
432,-0.06956347823143005,0.18662266433238983,-0.041253458708524704
433,0.268520325422287,0.10184339433908463,0.08375862240791321
434,0.09278424829244614,-0.0881202444434166,0.11010731756687164
435,0.06404034048318863,-0.168665811419487,-0.0336630679666996
436,0.032350800931453705,0.0326571986079216,-0.062360767275094986
437,-0.12758569419384003,0.03325747698545456,-0.09775861352682114
438,0.10857263207435608,-0.04989473149180412,-0.03414243832230568
439,0.13578671216964722,-0.07952924817800522,0.18522363901138306
440,0.11640410870313644,-0.029827211052179337,-0.06984202563762665
441,-0.21341560781002045,-0.09223014116287231,-0.2785723805427551
442,-0.1822645664215088,0.046369362622499466,0.03329852968454361
443,-0.11447042971849442,-0.1331159919500351,0.02397606149315834
444,-0.20877087116241455,0.060434747487306595,0.06532260775566101
445,-0.22151672840118408,-0.06949496269226074,-0.03949017822742462
446,-0.1621398627758026,0.15525706112384796,-0.3201599717140198
447,-0.09903035312891006,0.2757384479045868,-0.07112438976764679
448,-0.017898719757795334,-0.029563920572400093,0.16045717895030975
449,0.07059355825185776,-0.059732016175985336,-0.07043872028589249
450,-0.0636640340089798,-0.0890890434384346,0.06981692463159561
451,-0.15075914561748505,-0.013143179006874561,0.028581082820892334
452,-0.06100418046116829,0.061581987887620926,-0.17022408545017242
453,-0.20789408683776855,-0.011179613880813122,-0.014151273295283318
454,-0.0595153272151947,0.03432922810316086,-0.08028659224510193
455,-0.03727491945028305,0.011803319677710533,-0.007211881689727306
456,-0.12475365400314331,0.10759542882442474,-0.11359728872776031
457,-0.166623055934906,-4.114190232940018e-05,0.2583458423614502
